xsec,nevents
1.12689E+11,1.00000E+04
1.11960E+11,1.00000E+04
1.13020E+11,1.00000E+04
1.12899E+11,1.00000E+04
1.12275E+11,1.00000E+04
1.07965E+11,1.00000E+04
5.00988E+10,1.00000E+04
1.12836E+11,1.00000E+04
1.11794E+11,1.00000E+04
1.13312E+11,1.00000E+04
1.12870E+11,1.00000E+04
1.12797E+11,1.00000E+04
1.13138E+11,1.00000E+04
1.12878E+11,1.00000E+04
1.11889E+11,1.00000E+04
1.13447E+11,1.00000E+04
1.13358E+11,1.00000E+04
1.12602E+11,1.00000E+04
1.11695E+11,1.00000E+04
1.13115E+11,1.00000E+04
1.13046E+11,1.00000E+04
1.12821E+11,1.00000E+04
1.12600E+11,1.00000E+04
1.12657E+11,1.00000E+04
1.12912E+11,1.00000E+04
1.12113E+11,1.00000E+04
1.12282E+11,1.00000E+04
1.12242E+11,1.00000E+04
1.13109E+11,1.00000E+04
1.13791E+11,1.00000E+04
1.12581E+11,1.00000E+04
1.13180E+11,1.00000E+04
1.11147E+11,1.00000E+04
1.13142E+11,1.00000E+04
1.12550E+11,1.00000E+04
1.12491E+11,1.00000E+04
1.12726E+11,1.00000E+04
1.12976E+11,1.00000E+04
1.13408E+11,1.00000E+04
1.12828E+11,1.00000E+04
1.10343E+11,1.00000E+04
1.12729E+11,1.00000E+04
1.12517E+11,1.00000E+04
1.12996E+11,1.00000E+04
1.13101E+11,1.00000E+04
1.13048E+11,1.00000E+04
1.13179E+11,1.00000E+04
1.12727E+11,1.00000E+04
1.12630E+11,1.00000E+04
1.12945E+11,1.00000E+04
1.12693E+11,1.00000E+04
1.13225E+11,1.00000E+04
1.12632E+11,1.00000E+04
1.12796E+11,1.00000E+04
1.12895E+11,1.00000E+04
1.12857E+11,1.00000E+04
1.13254E+11,1.00000E+04
1.10314E+11,1.00000E+04
1.13237E+11,1.00000E+04
1.13127E+11,1.00000E+04
1.13359E+11,1.00000E+04
1.12825E+11,1.00000E+04
1.12848E+11,1.00000E+04
1.12920E+11,1.00000E+04
1.13146E+11,1.00000E+04
1.12737E+11,1.00000E+04
1.11335E+11,1.00000E+04
1.12694E+11,1.00000E+04
1.12156E+11,1.00000E+04
1.12306E+11,1.00000E+04
1.13309E+11,1.00000E+04
1.13181E+11,1.00000E+04
1.12919E+11,1.00000E+04
4.75151E+10,1.00000E+04
1.13406E+11,1.00000E+04
1.12827E+11,1.00000E+04
1.13137E+11,1.00000E+04
1.13349E+11,1.00000E+04
1.12943E+11,1.00000E+04
1.13067E+11,1.00000E+04
1.12093E+11,1.00000E+04
1.12907E+11,1.00000E+04
1.10076E+11,1.00000E+04
1.12949E+11,1.00000E+04
1.11857E+11,1.00000E+04
1.10694E+11,1.00000E+04
1.10861E+11,1.00000E+04
1.11900E+11,1.00000E+04
1.12828E+11,1.00000E+04
1.13530E+11,1.00000E+04
1.12919E+11,1.00000E+04
1.12797E+11,1.00000E+04
1.12772E+11,1.00000E+04
1.12994E+11,1.00000E+04
1.12418E+11,1.00000E+04
1.12648E+11,1.00000E+04
1.12919E+11,1.00000E+04
1.12979E+11,1.00000E+04
1.12649E+11,1.00000E+04
1.12653E+11,1.00000E+04
4.80355E+10,1.00000E+04
1.13064E+11,1.00000E+04
1.12291E+11,1.00000E+04
1.13043E+11,1.00000E+04
1.12344E+11,1.00000E+04
1.13291E+11,1.00000E+04
1.09670E+11,1.00000E+04
1.11800E+11,1.00000E+04
1.13349E+11,1.00000E+04
1.12771E+11,1.00000E+04
1.12760E+11,1.00000E+04
1.10750E+11,1.00000E+04
1.10525E+11,1.00000E+04
1.12997E+11,1.00000E+04
1.12423E+11,1.00000E+04
1.13188E+11,1.00000E+04
1.12623E+11,1.00000E+04
1.11395E+11,1.00000E+04
1.12879E+11,1.00000E+04
1.13340E+11,1.00000E+04
1.13059E+11,1.00000E+04
5.09708E+10,1.00000E+04
1.12834E+11,1.00000E+04
1.09703E+11,1.00000E+04
1.10706E+11,1.00000E+04
1.12846E+11,1.00000E+04
1.13086E+11,1.00000E+04
1.13337E+11,1.00000E+04
1.12826E+11,1.00000E+04
1.13013E+11,1.00000E+04
1.12810E+11,1.00000E+04
1.12459E+11,1.00000E+04
1.10817E+11,1.00000E+04
1.12770E+11,1.00000E+04
1.12936E+11,1.00000E+04
1.12797E+11,1.00000E+04
1.12783E+11,1.00000E+04
1.13542E+11,1.00000E+04
1.12616E+11,1.00000E+04
1.12917E+11,1.00000E+04
1.13189E+11,1.00000E+04
1.12373E+11,1.00000E+04
1.12971E+11,1.00000E+04
1.12670E+11,1.00000E+04
1.13030E+11,1.00000E+04
1.11496E+11,1.00000E+04
1.13079E+11,1.00000E+04
1.13030E+11,1.00000E+04
1.11624E+11,1.00000E+04
1.12408E+11,1.00000E+04
1.12577E+11,1.00000E+04
1.12877E+11,1.00000E+04
1.11925E+11,1.00000E+04
1.12716E+11,1.00000E+04
1.13416E+11,1.00000E+04
1.12951E+11,1.00000E+04
1.12745E+11,1.00000E+04
1.13185E+11,1.00000E+04
1.12989E+11,1.00000E+04
1.11978E+11,1.00000E+04
1.12531E+11,1.00000E+04
1.09939E+11,1.00000E+04
1.12931E+11,1.00000E+04
4.92283E+10,1.00000E+04
1.12864E+11,1.00000E+04
1.12916E+11,1.00000E+04
1.12701E+11,1.00000E+04
1.12807E+11,1.00000E+04
1.12952E+11,1.00000E+04
1.10960E+11,1.00000E+04
1.13300E+11,1.00000E+04
1.12708E+11,1.00000E+04
1.12578E+11,1.00000E+04
1.10890E+11,1.00000E+04
1.07984E+11,1.00000E+04
1.13231E+11,1.00000E+04
1.12349E+11,1.00000E+04
1.13198E+11,1.00000E+04
1.13255E+11,1.00000E+04
1.12756E+11,1.00000E+04
1.12756E+11,1.00000E+04
1.12726E+11,1.00000E+04
1.10037E+11,1.00000E+04
1.11785E+11,1.00000E+04
1.12968E+11,1.00000E+04
1.13522E+11,1.00000E+04
1.12979E+11,1.00000E+04
1.13027E+11,1.00000E+04
1.13220E+11,1.00000E+04
1.12830E+11,1.00000E+04
1.10835E+11,1.00000E+04
1.12783E+11,1.00000E+04
1.13024E+11,1.00000E+04
1.13171E+11,1.00000E+04
1.11078E+11,1.00000E+04
1.12758E+11,1.00000E+04
1.13352E+11,1.00000E+04
1.11082E+11,1.00000E+04
1.13342E+11,1.00000E+04
1.11235E+11,1.00000E+04
1.06296E+11,1.00000E+04
1.07963E+11,1.00000E+04
1.12699E+11,1.00000E+04
1.13379E+11,1.00000E+04
1.12891E+11,1.00000E+04
1.13273E+11,1.00000E+04
1.12423E+11,1.00000E+04
1.12501E+11,1.00000E+04
1.11461E+11,1.00000E+04
1.12631E+11,1.00000E+04
1.12965E+11,1.00000E+04
1.12491E+11,1.00000E+04
1.13059E+11,1.00000E+04
1.13230E+11,1.00000E+04
1.12729E+11,1.00000E+04
1.12839E+11,1.00000E+04
1.13122E+11,1.00000E+04
1.12944E+11,1.00000E+04
1.09224E+11,1.00000E+04
1.12927E+11,1.00000E+04
1.12291E+11,1.00000E+04
1.13018E+11,1.00000E+04
1.12665E+11,1.00000E+04
1.12123E+11,1.00000E+04
1.09075E+11,1.00000E+04
1.13023E+11,1.00000E+04
1.12817E+11,1.00000E+04
1.12820E+11,1.00000E+04
1.11496E+11,1.00000E+04
1.11758E+11,1.00000E+04
1.10136E+11,1.00000E+04
1.12916E+11,1.00000E+04
1.10047E+11,1.00000E+04
1.12911E+11,1.00000E+04
1.13205E+11,1.00000E+04
1.12632E+11,1.00000E+04
1.13037E+11,1.00000E+04
1.12869E+11,1.00000E+04
1.11622E+11,1.00000E+04
1.11834E+11,1.00000E+04
1.12512E+11,1.00000E+04
4.91173E+10,1.00000E+04
1.11263E+11,1.00000E+04
1.12812E+11,1.00000E+04
1.12861E+11,1.00000E+04
1.12796E+11,1.00000E+04
1.12515E+11,1.00000E+04
1.12986E+11,1.00000E+04
1.11070E+11,1.00000E+04
1.13001E+11,1.00000E+04
1.13368E+11,1.00000E+04
1.12667E+11,1.00000E+04
1.12589E+11,1.00000E+04
1.12342E+11,1.00000E+04
1.09400E+11,1.00000E+04
1.12689E+11,1.00000E+04
1.12714E+11,1.00000E+04
1.12906E+11,1.00000E+04
1.12908E+11,1.00000E+04
1.10027E+11,1.00000E+04
1.13499E+11,1.00000E+04
1.12844E+11,1.00000E+04
1.12167E+11,1.00000E+04
4.74383E+10,1.00000E+04
1.13333E+11,1.00000E+04
1.12842E+11,1.00000E+04
1.13277E+11,1.00000E+04
1.13390E+11,1.00000E+04
1.09435E+11,1.00000E+04
1.12815E+11,1.00000E+04
1.12586E+11,1.00000E+04
1.13474E+11,1.00000E+04
1.12601E+11,1.00000E+04
1.13613E+11,1.00000E+04
1.10394E+11,1.00000E+04
1.13224E+11,1.00000E+04
1.12763E+11,1.00000E+04
1.10909E+11,1.00000E+04
1.12956E+11,1.00000E+04
1.09448E+11,1.00000E+04
1.13161E+11,1.00000E+04
1.13262E+11,1.00000E+04
1.08605E+11,1.00000E+04
1.11365E+11,1.00000E+04
1.12709E+11,1.00000E+04
1.13448E+11,1.00000E+04
1.11245E+11,1.00000E+04
1.12743E+11,1.00000E+04
1.12670E+11,1.00000E+04
1.13061E+11,1.00000E+04
1.12696E+11,1.00000E+04
1.13349E+11,1.00000E+04
1.13107E+11,1.00000E+04
1.12754E+11,1.00000E+04
1.12762E+11,1.00000E+04
1.10142E+11,1.00000E+04
1.13547E+11,1.00000E+04
1.12639E+11,1.00000E+04
1.12629E+11,1.00000E+04
1.12526E+11,1.00000E+04
1.11500E+11,1.00000E+04
1.12865E+11,1.00000E+04
1.13381E+11,1.00000E+04
1.10454E+11,1.00000E+04
1.11735E+11,1.00000E+04
1.12975E+11,1.00000E+04
1.13167E+11,1.00000E+04
1.12265E+11,1.00000E+04
1.13286E+11,1.00000E+04
1.12656E+11,1.00000E+04
1.09555E+11,1.00000E+04
1.12830E+11,1.00000E+04
1.13287E+11,1.00000E+04
1.12672E+11,1.00000E+04
1.08212E+11,1.00000E+04
1.13128E+11,1.00000E+04
1.12948E+11,1.00000E+04
1.12822E+11,1.00000E+04
1.12315E+11,1.00000E+04
1.12891E+11,1.00000E+04
1.12875E+11,1.00000E+04
1.11457E+11,1.00000E+04
1.09343E+11,1.00000E+04
4.80879E+10,1.00000E+04
1.13552E+11,1.00000E+04
1.12698E+11,1.00000E+04
1.13105E+11,1.00000E+04
1.13051E+11,1.00000E+04
1.12504E+11,1.00000E+04
1.12912E+11,1.00000E+04
4.60592E+10,1.00000E+04
4.84592E+10,1.00000E+04
1.12173E+11,1.00000E+04
1.12457E+11,1.00000E+04
1.12720E+11,1.00000E+04
1.12818E+11,1.00000E+04
1.12720E+11,1.00000E+04
1.13012E+11,1.00000E+04
1.12866E+11,1.00000E+04
1.12998E+11,1.00000E+04
1.13018E+11,1.00000E+04
1.10827E+11,1.00000E+04
1.12463E+11,1.00000E+04
1.13151E+11,1.00000E+04
1.13194E+11,1.00000E+04
1.12883E+11,1.00000E+04
4.66513E+10,1.00000E+04
1.12646E+11,1.00000E+04
1.12818E+11,1.00000E+04
1.12321E+11,1.00000E+04
1.12489E+11,1.00000E+04
1.12634E+11,1.00000E+04
1.12727E+11,1.00000E+04
1.12577E+11,1.00000E+04
1.13172E+11,1.00000E+04
1.12463E+11,1.00000E+04
1.12558E+11,1.00000E+04
1.06113E+11,1.00000E+04
1.11296E+11,1.00000E+04
1.12146E+11,1.00000E+04
1.12153E+11,1.00000E+04
1.13237E+11,1.00000E+04
1.12068E+11,1.00000E+04
1.12935E+11,1.00000E+04
1.12943E+11,1.00000E+04
1.12950E+11,1.00000E+04
1.12788E+11,1.00000E+04
1.12730E+11,1.00000E+04
1.12984E+11,1.00000E+04
1.09373E+11,1.00000E+04
1.12853E+11,1.00000E+04
1.11376E+11,1.00000E+04
1.12614E+11,1.00000E+04
1.13392E+11,1.00000E+04
1.13155E+11,1.00000E+04
1.13011E+11,1.00000E+04
1.13377E+11,1.00000E+04
1.12170E+11,1.00000E+04
1.13266E+11,1.00000E+04
1.12921E+11,1.00000E+04
1.12818E+11,1.00000E+04
1.13508E+11,1.00000E+04
1.12830E+11,1.00000E+04
1.11930E+11,1.00000E+04
1.12526E+11,1.00000E+04
1.12902E+11,1.00000E+04
1.12822E+11,1.00000E+04
1.13011E+11,1.00000E+04
1.13249E+11,1.00000E+04
1.13248E+11,1.00000E+04
1.10591E+11,1.00000E+04
1.13007E+11,1.00000E+04
1.12817E+11,1.00000E+04
1.12571E+11,1.00000E+04
4.91706E+10,1.00000E+04
1.12777E+11,1.00000E+04
1.12909E+11,1.00000E+04
1.12788E+11,1.00000E+04
1.12958E+11,1.00000E+04
1.13480E+11,1.00000E+04
1.11296E+11,1.00000E+04
1.12646E+11,1.00000E+04
1.05731E+11,1.00000E+04
1.13049E+11,1.00000E+04
1.12970E+11,1.00000E+04
1.13119E+11,1.00000E+04
1.11578E+11,1.00000E+04
1.13122E+11,1.00000E+04
1.12829E+11,1.00000E+04
1.13394E+11,1.00000E+04
1.12732E+11,1.00000E+04
1.12753E+11,1.00000E+04
1.12848E+11,1.00000E+04
1.12835E+11,1.00000E+04
1.11673E+11,1.00000E+04
1.12685E+11,1.00000E+04
1.13397E+11,1.00000E+04
1.11978E+11,1.00000E+04
1.12985E+11,1.00000E+04
1.12940E+11,1.00000E+04
1.12617E+11,1.00000E+04
1.12903E+11,1.00000E+04
1.12829E+11,1.00000E+04
1.13297E+11,1.00000E+04
1.13384E+11,1.00000E+04
1.12867E+11,1.00000E+04
1.08567E+11,1.00000E+04
1.12945E+11,1.00000E+04
1.13207E+11,1.00000E+04
1.13147E+11,1.00000E+04
1.12681E+11,1.00000E+04
1.12240E+11,1.00000E+04
1.07044E+11,1.00000E+04
1.11688E+11,1.00000E+04
1.13818E+11,1.00000E+04
1.12664E+11,1.00000E+04
1.13174E+11,1.00000E+04
1.12517E+11,1.00000E+04
1.13181E+11,1.00000E+04
1.12937E+11,1.00000E+04
1.12356E+11,1.00000E+04
1.12909E+11,1.00000E+04
1.12641E+11,1.00000E+04
1.12963E+11,1.00000E+04
1.12812E+11,1.00000E+04
1.12745E+11,1.00000E+04
1.12589E+11,1.00000E+04
1.12002E+11,1.00000E+04
1.13015E+11,1.00000E+04
1.12801E+11,1.00000E+04
1.12167E+11,1.00000E+04
1.13004E+11,1.00000E+04
1.13098E+11,1.00000E+04
1.12657E+11,1.00000E+04
1.13019E+11,1.00000E+04
1.11949E+11,1.00000E+04
1.11091E+11,1.00000E+04
1.12757E+11,1.00000E+04
1.13155E+11,1.00000E+04
1.12338E+11,1.00000E+04
1.12979E+11,1.00000E+04
1.11021E+11,1.00000E+04
1.12327E+11,1.00000E+04
1.12552E+11,1.00000E+04
1.11918E+11,1.00000E+04
1.12786E+11,1.00000E+04
4.68046E+10,1.00000E+04
1.12874E+11,1.00000E+04
1.13316E+11,1.00000E+04
4.70834E+10,1.00000E+04
1.12891E+11,1.00000E+04
1.09515E+11,1.00000E+04
1.12917E+11,1.00000E+04
1.12740E+11,1.00000E+04
1.12996E+11,1.00000E+04
1.13077E+11,1.00000E+04
1.12086E+11,1.00000E+04
1.12710E+11,1.00000E+04
1.13216E+11,1.00000E+04
1.13078E+11,1.00000E+04
1.12819E+11,1.00000E+04
1.12419E+11,1.00000E+04
1.13013E+11,1.00000E+04
1.13297E+11,1.00000E+04
1.12083E+11,1.00000E+04
1.13305E+11,1.00000E+04
1.12946E+11,1.00000E+04
1.09068E+11,1.00000E+04
1.13172E+11,1.00000E+04
1.12717E+11,1.00000E+04
1.08280E+11,1.00000E+04
1.12271E+11,1.00000E+04
1.12908E+11,1.00000E+04
1.13481E+11,1.00000E+04
1.12739E+11,1.00000E+04
1.13021E+11,1.00000E+04
1.12967E+11,1.00000E+04
1.10837E+11,1.00000E+04
1.13412E+11,1.00000E+04
1.12824E+11,1.00000E+04
1.13268E+11,1.00000E+04
1.12581E+11,1.00000E+04
1.12600E+11,1.00000E+04
1.12853E+11,1.00000E+04
1.13064E+11,1.00000E+04
4.73686E+10,1.00000E+04
1.10575E+11,1.00000E+04
1.12765E+11,1.00000E+04
1.13273E+11,1.00000E+04
1.10911E+11,1.00000E+04
1.12611E+11,1.00000E+04
1.08476E+11,1.00000E+04
1.12236E+11,1.00000E+04
1.13035E+11,1.00000E+04
1.12538E+11,1.00000E+04
1.13338E+11,1.00000E+04
1.13199E+11,1.00000E+04
1.12707E+11,1.00000E+04
1.13156E+11,1.00000E+04
1.12884E+11,1.00000E+04
1.12367E+11,1.00000E+04
1.12267E+11,1.00000E+04
1.12809E+11,1.00000E+04
1.12633E+11,1.00000E+04
1.12979E+11,1.00000E+04
1.12543E+11,1.00000E+04
1.12627E+11,1.00000E+04
9.42130E+10,1.00000E+04
1.13402E+11,1.00000E+04
1.12739E+11,1.00000E+04
1.13031E+11,1.00000E+04
1.11104E+11,1.00000E+04
1.13115E+11,1.00000E+04
1.12704E+11,1.00000E+04
1.13098E+11,1.00000E+04
1.11374E+11,1.00000E+04
1.10428E+11,1.00000E+04
1.12889E+11,1.00000E+04
1.12647E+11,1.00000E+04
1.12259E+11,1.00000E+04
1.12476E+11,1.00000E+04
1.12335E+11,1.00000E+04
1.12998E+11,1.00000E+04
1.11766E+11,1.00000E+04
1.13414E+11,1.00000E+04
4.82043E+10,1.00000E+04
1.10545E+11,1.00000E+04
1.11879E+11,1.00000E+04
1.12553E+11,1.00000E+04
1.12956E+11,1.00000E+04
1.13377E+11,1.00000E+04
1.11018E+11,1.00000E+04
1.13238E+11,1.00000E+04
1.12602E+11,1.00000E+04
1.12620E+11,1.00000E+04
1.12834E+11,1.00000E+04
1.13092E+11,1.00000E+04
1.07710E+11,1.00000E+04
1.12695E+11,1.00000E+04
1.10823E+11,1.00000E+04
1.08844E+11,1.00000E+04
1.12897E+11,1.00000E+04
1.12958E+11,1.00000E+04
1.12925E+11,1.00000E+04
1.13242E+11,1.00000E+04
1.12717E+11,1.00000E+04
1.13253E+11,1.00000E+04
1.12353E+11,1.00000E+04
1.11583E+11,1.00000E+04
1.12080E+11,1.00000E+04
1.12830E+11,1.00000E+04
1.13033E+11,1.00000E+04
1.12697E+11,1.00000E+04
1.12319E+11,1.00000E+04
1.10596E+11,1.00000E+04
1.13173E+11,1.00000E+04
1.12162E+11,1.00000E+04
1.12974E+11,1.00000E+04
1.12670E+11,1.00000E+04
1.12577E+11,1.00000E+04
1.12944E+11,1.00000E+04
1.13093E+11,1.00000E+04
1.12630E+11,1.00000E+04
1.12492E+11,1.00000E+04
1.13137E+11,1.00000E+04
1.12600E+11,1.00000E+04
1.11269E+11,1.00000E+04
1.12880E+11,1.00000E+04
1.13193E+11,1.00000E+04
1.10013E+11,1.00000E+04
1.12565E+11,1.00000E+04
1.12936E+11,1.00000E+04
1.13069E+11,1.00000E+04
1.12475E+11,1.00000E+04
1.13800E+11,1.00000E+04
1.12612E+11,1.00000E+04
1.12945E+11,1.00000E+04
1.12636E+11,1.00000E+04
1.11238E+11,1.00000E+04
1.12958E+11,1.00000E+04
1.12877E+11,1.00000E+04
1.12996E+11,1.00000E+04
1.12734E+11,1.00000E+04
1.09543E+11,1.00000E+04
1.12588E+11,1.00000E+04
1.10774E+11,1.00000E+04
1.12882E+11,1.00000E+04
1.13215E+11,1.00000E+04
1.11550E+11,1.00000E+04
1.12461E+11,1.00000E+04
1.12436E+11,1.00000E+04
